datekey|data|ano|mes|trimestre|inicio_semana|range_semana|ano_mes|mes_ano|numero_semana|ano_mes_semana|dia_da_semana|dia_da_semana_completo|mes_texto|mes_texto_completo
1,351|2022-09-13 00:00:00|2,022|9|3|2022-09-12 00:00:00|(12/09 A 18/09)|2022/09|09/2022|2|2022/09 2|TER|TERÇA-FEIRA|SET|SETEMBRO
1,352|2022-09-14 00:00:00|2,022|9|3|2022-09-12 00:00:00|(12/09 A 18/09)|2022/09|09/2022|2|2022/09 2|QUA|QUARTA-FEIRA|SET|SETEMBRO
1,353|2022-09-15 00:00:00|2,022|9|3|2022-09-12 00:00:00|(12/09 A 18/09)|2022/09|09/2022|2|2022/09 2|QUI|QUINTA-FEIRA|SET|SETEMBRO
1,354|2022-09-16 00:00:00|2,022|9|3|2022-09-12 00:00:00|(12/09 A 18/09)|2022/09|09/2022|2|2022/09 2|SEX|SEXTA-FEIRA|SET|SETEMBRO
1,355|2022-09-17 00:00:00|2,022|9|3|2022-09-12 00:00:00|(12/09 A 18/09)|2022/09|09/2022|2|2022/09 2|SAB|SÁBADO|SET|SETEMBRO
1,356|2022-09-18 00:00:00|2,022|9|3|2022-09-12 00:00:00|(12/09 A 18/09)|2022/09|09/2022|2|2022/09 2|DOM|DOMINGO|SET|SETEMBRO
1,357|2022-09-19 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
1,358|2022-09-20 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|TER|TERÇA-FEIRA|SET|SETEMBRO
1,359|2022-09-21 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|QUA|QUARTA-FEIRA|SET|SETEMBRO
1,360|2022-09-22 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|QUI|QUINTA-FEIRA|SET|SETEMBRO
1,361|2022-09-23 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|SEX|SEXTA-FEIRA|SET|SETEMBRO
1,362|2022-09-24 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|SAB|SÁBADO|SET|SETEMBRO
1,363|2022-09-25 00:00:00|2,022|9|3|2022-09-19 00:00:00|(19/09 A 25/09)|2022/09|09/2022|3|2022/09 3|DOM|DOMINGO|SET|SETEMBRO
1,364|2022-09-26 00:00:00|2,022|9|3|2022-09-26 00:00:00|(26/09 A 02/10)|2022/09|09/2022|4|2022/09 4|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
1,365|2022-09-27 00:00:00|2,022|9|3|2022-09-26 00:00:00|(26/09 A 02/10)|2022/09|09/2022|4|2022/09 4|TER|TERÇA-FEIRA|SET|SETEMBRO
1,366|2022-09-28 00:00:00|2,022|9|3|2022-09-26 00:00:00|(26/09 A 02/10)|2022/09|09/2022|4|2022/09 4|QUA|QUARTA-FEIRA|SET|SETEMBRO
1,367|2022-09-29 00:00:00|2,022|9|3|2022-09-26 00:00:00|(26/09 A 02/10)|2022/09|09/2022|4|2022/09 4|QUI|QUINTA-FEIRA|SET|SETEMBRO
1,368|2022-09-30 00:00:00|2,022|9|3|2022-09-26 00:00:00|(26/09 A 02/10)|2022/09|09/2022|4|2022/09 4|SEX|SEXTA-FEIRA|SET|SETEMBRO
1,369|2022-10-01 00:00:00|2,022|10|4|2022-09-26 00:00:00|(26/09 A 02/10)|2022/10|10/2022|4|2022/09 4|SAB|SÁBADO|OUT|OUTUBRO
1,370|2022-10-02 00:00:00|2,022|10|4|2022-09-26 00:00:00|(26/09 A 02/10)|2022/10|10/2022|4|2022/09 4|DOM|DOMINGO|OUT|OUTUBRO
1,371|2022-10-03 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1,372|2022-10-04 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|TER|TERÇA-FEIRA|OUT|OUTUBRO
1,373|2022-10-05 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1,374|2022-10-06 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1,375|2022-10-07 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1,376|2022-10-08 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|SAB|SÁBADO|OUT|OUTUBRO
1,377|2022-10-09 00:00:00|2,022|10|4|2022-10-03 00:00:00|(03/10 A 09/10)|2022/10|10/2022|1|2022/10 1|DOM|DOMINGO|OUT|OUTUBRO
1,378|2022-10-10 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1,379|2022-10-11 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|TER|TERÇA-FEIRA|OUT|OUTUBRO
1,380|2022-10-12 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1,381|2022-10-13 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1,382|2022-10-14 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1,383|2022-10-15 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|SAB|SÁBADO|OUT|OUTUBRO
1,384|2022-10-16 00:00:00|2,022|10|4|2022-10-10 00:00:00|(10/10 A 16/10)|2022/10|10/2022|2|2022/10 2|DOM|DOMINGO|OUT|OUTUBRO
1,385|2022-10-17 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1,386|2022-10-18 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|TER|TERÇA-FEIRA|OUT|OUTUBRO
1,387|2022-10-19 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1,388|2022-10-20 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1,389|2022-10-21 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1,390|2022-10-22 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|SAB|SÁBADO|OUT|OUTUBRO
1,391|2022-10-23 00:00:00|2,022|10|4|2022-10-17 00:00:00|(17/10 A 23/10)|2022/10|10/2022|3|2022/10 3|DOM|DOMINGO|OUT|OUTUBRO
1,392|2022-10-24 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1,393|2022-10-25 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|TER|TERÇA-FEIRA|OUT|OUTUBRO
1,394|2022-10-26 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1,395|2022-10-27 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1,396|2022-10-28 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1,397|2022-10-29 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|SAB|SÁBADO|OUT|OUTUBRO
1,398|2022-10-30 00:00:00|2,022|10|4|2022-10-24 00:00:00|(24/10 A 30/10)|2022/10|10/2022|4|2022/10 4|DOM|DOMINGO|OUT|OUTUBRO
1,399|2022-10-31 00:00:00|2,022|10|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/10|10/2022|5|2022/10 5|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1,400|2022-11-01 00:00:00|2,022|11|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/11|11/2022|5|2022/10 5|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,401|2022-11-02 00:00:00|2,022|11|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/11|11/2022|5|2022/10 5|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,402|2022-11-03 00:00:00|2,022|11|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/11|11/2022|5|2022/10 5|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,403|2022-11-04 00:00:00|2,022|11|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/11|11/2022|5|2022/10 5|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,404|2022-11-05 00:00:00|2,022|11|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/11|11/2022|5|2022/10 5|SAB|SÁBADO|NOV|NOVEMBRO
1,405|2022-11-06 00:00:00|2,022|11|4|2022-10-31 00:00:00|(31/10 A 06/11)|2022/11|11/2022|5|2022/10 5|DOM|DOMINGO|NOV|NOVEMBRO
1,406|2022-11-07 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,407|2022-11-08 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,408|2022-11-09 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,409|2022-11-10 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,410|2022-11-11 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,411|2022-11-12 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|SAB|SÁBADO|NOV|NOVEMBRO
1,412|2022-11-13 00:00:00|2,022|11|4|2022-11-07 00:00:00|(07/11 A 13/11)|2022/11|11/2022|1|2022/11 1|DOM|DOMINGO|NOV|NOVEMBRO
1,413|2022-11-14 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,414|2022-11-15 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,415|2022-11-16 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,416|2022-11-17 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,417|2022-11-18 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,418|2022-11-19 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|SAB|SÁBADO|NOV|NOVEMBRO
1,419|2022-11-20 00:00:00|2,022|11|4|2022-11-14 00:00:00|(14/11 A 20/11)|2022/11|11/2022|2|2022/11 2|DOM|DOMINGO|NOV|NOVEMBRO
1,420|2022-11-21 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,421|2022-11-22 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,422|2022-11-23 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,423|2022-11-24 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|QUI|QUINTA-FEIRA|NOV|NOVEMBRO
1,424|2022-11-25 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|SEX|SEXTA-FEIRA|NOV|NOVEMBRO
1,425|2022-11-26 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|SAB|SÁBADO|NOV|NOVEMBRO
1,426|2022-11-27 00:00:00|2,022|11|4|2022-11-21 00:00:00|(21/11 A 27/11)|2022/11|11/2022|3|2022/11 3|DOM|DOMINGO|NOV|NOVEMBRO
1,427|2022-11-28 00:00:00|2,022|11|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/11|11/2022|4|2022/11 4|SEG|SEGUNDA-FEIRA|NOV|NOVEMBRO
1,428|2022-11-29 00:00:00|2,022|11|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/11|11/2022|4|2022/11 4|TER|TERÇA-FEIRA|NOV|NOVEMBRO
1,429|2022-11-30 00:00:00|2,022|11|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/11|11/2022|4|2022/11 4|QUA|QUARTA-FEIRA|NOV|NOVEMBRO
1,430|2022-12-01 00:00:00|2,022|12|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/12|12/2022|4|2022/11 4|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,431|2022-12-02 00:00:00|2,022|12|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/12|12/2022|4|2022/11 4|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,432|2022-12-03 00:00:00|2,022|12|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/12|12/2022|4|2022/11 4|SAB|SÁBADO|DEZ|DEZEMBRO
1,433|2022-12-04 00:00:00|2,022|12|4|2022-11-28 00:00:00|(28/11 A 04/12)|2022/12|12/2022|4|2022/11 4|DOM|DOMINGO|DEZ|DEZEMBRO
1,434|2022-12-05 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,435|2022-12-06 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,436|2022-12-07 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,437|2022-12-08 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,438|2022-12-09 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,439|2022-12-10 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|SAB|SÁBADO|DEZ|DEZEMBRO
1,440|2022-12-11 00:00:00|2,022|12|4|2022-12-05 00:00:00|(05/12 A 11/12)|2022/12|12/2022|1|2022/12 1|DOM|DOMINGO|DEZ|DEZEMBRO
1,441|2022-12-12 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,442|2022-12-13 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,443|2022-12-14 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,444|2022-12-15 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,445|2022-12-16 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,446|2022-12-17 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|SAB|SÁBADO|DEZ|DEZEMBRO
1,447|2022-12-18 00:00:00|2,022|12|4|2022-12-12 00:00:00|(12/12 A 18/12)|2022/12|12/2022|2|2022/12 2|DOM|DOMINGO|DEZ|DEZEMBRO
1,448|2022-12-19 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,449|2022-12-20 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,450|2022-12-21 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,451|2022-12-22 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,452|2022-12-23 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,453|2022-12-24 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|SAB|SÁBADO|DEZ|DEZEMBRO
1,454|2022-12-25 00:00:00|2,022|12|4|2022-12-19 00:00:00|(19/12 A 25/12)|2022/12|12/2022|3|2022/12 3|DOM|DOMINGO|DEZ|DEZEMBRO
1,455|2022-12-26 00:00:00|2,022|12|4|2022-12-26 00:00:00|(26/12 A 01/01)|2022/12|12/2022|4|2022/12 4|SEG|SEGUNDA-FEIRA|DEZ|DEZEMBRO
1,456|2022-12-27 00:00:00|2,022|12|4|2022-12-26 00:00:00|(26/12 A 01/01)|2022/12|12/2022|4|2022/12 4|TER|TERÇA-FEIRA|DEZ|DEZEMBRO
1,457|2022-12-28 00:00:00|2,022|12|4|2022-12-26 00:00:00|(26/12 A 01/01)|2022/12|12/2022|4|2022/12 4|QUA|QUARTA-FEIRA|DEZ|DEZEMBRO
1,458|2022-12-29 00:00:00|2,022|12|4|2022-12-26 00:00:00|(26/12 A 01/01)|2022/12|12/2022|4|2022/12 4|QUI|QUINTA-FEIRA|DEZ|DEZEMBRO
1,459|2022-12-30 00:00:00|2,022|12|4|2022-12-26 00:00:00|(26/12 A 01/01)|2022/12|12/2022|4|2022/12 4|SEX|SEXTA-FEIRA|DEZ|DEZEMBRO
1,460|2022-12-31 00:00:00|2,022|12|4|2022-12-26 00:00:00|(26/12 A 01/01)|2022/12|12/2022|4|2022/12 4|SAB|SÁBADO|DEZ|DEZEMBRO
1,461|2023-01-01 00:00:00|2,023|1|1|2022-12-26 00:00:00|(26/12 A 01/01)|2023/01|01/2023|4|2022/12 4|DOM|DOMINGO|JAN|JANEIRO
1,462|2023-01-02 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,463|2023-01-03 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|TER|TERÇA-FEIRA|JAN|JANEIRO
1,464|2023-01-04 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,465|2023-01-05 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,466|2023-01-06 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,467|2023-01-07 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|SAB|SÁBADO|JAN|JANEIRO
1,468|2023-01-08 00:00:00|2,023|1|1|2023-01-02 00:00:00|(02/01 A 08/01)|2023/01|01/2023|1|2023/01 1|DOM|DOMINGO|JAN|JANEIRO
1,469|2023-01-09 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,470|2023-01-10 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|TER|TERÇA-FEIRA|JAN|JANEIRO
1,471|2023-01-11 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,472|2023-01-12 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,473|2023-01-13 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,474|2023-01-14 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|SAB|SÁBADO|JAN|JANEIRO
1,475|2023-01-15 00:00:00|2,023|1|1|2023-01-09 00:00:00|(09/01 A 15/01)|2023/01|01/2023|2|2023/01 2|DOM|DOMINGO|JAN|JANEIRO
1,476|2023-01-16 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,477|2023-01-17 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|TER|TERÇA-FEIRA|JAN|JANEIRO
1,478|2023-01-18 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,479|2023-01-19 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,480|2023-01-20 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,481|2023-01-21 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|SAB|SÁBADO|JAN|JANEIRO
1,482|2023-01-22 00:00:00|2,023|1|1|2023-01-16 00:00:00|(16/01 A 22/01)|2023/01|01/2023|3|2023/01 3|DOM|DOMINGO|JAN|JANEIRO
1,483|2023-01-23 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,484|2023-01-24 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|TER|TERÇA-FEIRA|JAN|JANEIRO
1,485|2023-01-25 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|QUA|QUARTA-FEIRA|JAN|JANEIRO
1,486|2023-01-26 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|QUI|QUINTA-FEIRA|JAN|JANEIRO
1,487|2023-01-27 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|SEX|SEXTA-FEIRA|JAN|JANEIRO
1,488|2023-01-28 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|SAB|SÁBADO|JAN|JANEIRO
1,489|2023-01-29 00:00:00|2,023|1|1|2023-01-23 00:00:00|(23/01 A 29/01)|2023/01|01/2023|4|2023/01 4|DOM|DOMINGO|JAN|JANEIRO
1,490|2023-01-30 00:00:00|2,023|1|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/01|01/2023|5|2023/01 5|SEG|SEGUNDA-FEIRA|JAN|JANEIRO
1,491|2023-01-31 00:00:00|2,023|1|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/01|01/2023|5|2023/01 5|TER|TERÇA-FEIRA|JAN|JANEIRO
1,492|2023-02-01 00:00:00|2,023|2|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/02|02/2023|5|2023/01 5|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,493|2023-02-02 00:00:00|2,023|2|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/02|02/2023|5|2023/01 5|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,494|2023-02-03 00:00:00|2,023|2|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/02|02/2023|5|2023/01 5|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
